County,Inspection Date,Owner Name,Trade Name,Street,City,State Code,Zip Code,Deficiency Number,Deficiency Description,Location 1
Nassau,07/05/2017,ESTEVEZ GROCERY INC,N&J SUPERMARKET,149 MAIN ST,HEMPSTEAD,NY,11550,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","149 MAIN ST
HEMPSTEAD, NY 11550
(40.711573, -73.626121)"
Nassau,06/05/2017,OLD FASHION BAKERY INC,OLD FASHION BAKERY,10 CEDAR SWAMP RD,GLEN COVE,NY,11542,09C,"Toilet facilities improperly installed, equipped or maintained","10 CEDAR SWAMP RD
GLEN COVE, NY 11542
(40.858235, -73.620186)"
Nassau,06/22/2017,EDEN GROCERY&MEAT MARKET INC,MOTT AVE GROC&MEAT MKT,18 MOTT AVE,INWOOD,NY,11096,10B,Establishment has insufficient space to accommodate operations,"18 MOTT AVE
INWOOD, NY 11096
(40.618412, -73.738108)"
Allegany,06/02/2017,WELLSVILLE SAL INC,SAVE A LOT,4176 BOLIVAR RD,WELLSVILLE,NY,14895,11C,"Eating, drinking or use of tobacco in exposed food areas","4176 BOLIVAR RD
WELLSVILLE, NY 14895
(42.126537, -77.967305)"
Nassau,06/12/2017,NAZARENO DELI GROCERY CORP,NAZARENO FOOD CENTER,498 HEMPSTEAD TPKE,ELMONT,NY,11003,04H,Equipment cleaning or sanitizing facilities inadequate for establishments handling potentially hazardous foods,"498 HEMPSTEAD TPKE
ELMONT, NY 11003
(40.708199, -73.709111)"
Kings,06/07/2017,KABIRS BAKERY INC,KABIRS BAKERY,19 5TH ST,BROOKLYN,NY,11231,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","19 5TH ST
BROOKLYN, NY 11231
(40.677089, -73.995642)"
Erie,05/12/2017,CRAFTS&CREATIONS INC,KENYONS VARIETY,9700 TRANSIT RD,EAST AMHERST,NY,14051,09E,Lighting or ventilation is inadequate,"9700 TRANSIT RD
EAST AMHERST, NY 14051
(43.033566, -78.696914)"
Nassau,06/02/2017,POWERHOUSE FOOD CORP,HOLIDAY FARMS 1042,374 ROSLYN RD,ROSLYN HEIGHTS,NY,11577,09G,Sanitizing test devices not in use where required,"374 ROSLYN RD
ROSLYN HEIGHTS, NY 11577
(40.780149, -73.639159)"
Oneida,05/12/2017,SINGH BAGICHA,GENERAL EXPRESS GROCERY,1207 STARK ST,UTICA,NY,13502,12E,"Food displays are improperly constructed, maintained or supervised","1207 STARK ST
UTICA, NY 13502
(43.099163, -75.249367)"
Kings,06/29/2017,SALEH FAISUL T,NOSTRAND DELI&GROCERY,669 NOSTRAND AVE,BROOKLYN,NY,11216,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","669 NOSTRAND AVE
BROOKLYN, NY 11216
(40.67447, -73.950063)"
New York,06/20/2017,COSKUN BROS SPECIALTY FOOD INC,GARDEN OF EDEN,162 W 23RD ST,NEW YORK,NY,10011,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","162 W 23RD ST
NEW YORK, NY 10011
(40.743657, -73.994589)"
Kings,04/19/2017,NRT FOOD CORP,NRT FOOD,118 KANE ST,BROOKLYN,NY,11231,16D,Morgue area or bottle return area improperly maintained,"118 KANE ST
BROOKLYN, NY 11231
(40.687164, -73.999593)"
Kings,06/05/2017,SATMAR MTS OF CONG YETEV LEV INC,SATMAR MEAT,82 LEE AVE,BROOKLYN,NY,11211,09A,Handwashing facilities improperly installed or maintained,"82 LEE AVE
BROOKLYN, NY 11211
(40.705173, -73.95934)"
Nassau,06/07/2017,BOLLA OPERATING LI CORP,KINGS E MEADOW SPR PUMP,2475 HEMPSTEAD TPKE #,EAST MEADOW,NY,11554,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","2475 HEMPSTEAD TPKE
EAST MEADOW, NY 11554
(40.724584, -73.543542)"
Suffolk,05/22/2017,SHIRDI SAI CORP,FOUR CORNER DELI,889 LOWELL AVE,CENTRAL ISLIP,NY,11722,09G,Sanitizing test devices not in use where required,"889 LOWELL AVE
CENTRAL ISLIP, NY 11722
(40.783939, -73.190906)"
Queens,06/21/2017,CHANG XIN FOOD MARKET INC,CHANG XIN FOOD MARKET,167-21 UNION TPKE,FRESH MEADOWS,NY,11366,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","167 21 UNION TPKE
FRESH MEADOWS, NY 11366
(40.722756, -73.800584)"
Queens,08/31/2016,LOVE GRACE INC,LOVE GRACE,23-23 BORDEN AVE ROOM 226,LONG ISLAND CITY,NY,11101,04E,"Food contact equipment condition, design or location is likely to contribute to contamination","23 23 BORDEN AVE
LONG ISLAND CITY, NY 11101
(40.74218, -73.958861)"
Jefferson,06/30/2017,FEISTHAMEL PAUL & PAULA,RICCARDOS MARKET,710 HOLCOMB ST,WATERTOWN,NY,13601,15F,Storage cabinets or shelves are not clean or in good repair,"710 HOLCOMB ST
WATERTOWN, NY 13601
(43.967037, -75.919678)"
Nassau,05/17/2017,NPS GROCERS INC,BRAVO SUPERMARKET,401 FULTON AVE,HEMPSTEAD,NY,11550,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","401 FULTON AVE
HEMPSTEAD, NY 11550
(40.709532, -73.61865)"
Suffolk,06/27/2017,HARBES FMLY FRMSTND MATTITUCK LLC,HARBES FAMILY FARM,715 SOUND AVE #,MATTITUCK,NY,11952,03D,Employee handwashing facilities inadequate for establishments handling exposed foods,"715 SOUND AVE
MATTITUCK, NY 11952
(40.986025, -72.577917)"
Nassau,06/19/2017,POTATO FIELD INC,POTATO FIELD,787 HILLSIDE AVE,NEW HYDE PARK,NY,11040,15F,Storage cabinets or shelves are not clean or in good repair,"787 HILLSIDE AVE
NEW HYDE PARK, NY 11040
(40.752368, -73.666364)"
Kings,06/05/2017,SATMAR MTS OF CONG YETEV LEV INC,SATMAR MEAT,82 LEE AVE,BROOKLYN,NY,11211,15F,Storage cabinets or shelves are not clean or in good repair,"82 LEE AVE
BROOKLYN, NY 11211
(40.705173, -73.95934)"
Bronx,06/16/2017,MELO ANGELO L,VAN VAN GROCERY,523 VAN NEST AVE,BRONX,NY,10460,10B,Establishment has insufficient space to accommodate operations,"523 VAN NEST AVE
BRONX, NY 10460
(40.841212, -73.87004)"
Suffolk,05/22/2017,SHIRDI SAI CORP,FOUR CORNER DELI,889 LOWELL AVE,CENTRAL ISLIP,NY,11722,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","889 LOWELL AVE
CENTRAL ISLIP, NY 11722
(40.783939, -73.190906)"
Nassau,06/23/2017,BIG FIELD CORP,NARA JAPANESE FOODS,169A MAIN ST,PORT WASHINGTON,NY,11050,09C,"Toilet facilities improperly installed, equipped or maintained","169A MAIN ST
PORT WASHINGTON, NY 11050
(40.830724, -73.693258)"
Erie,07/05/2017,ALHAMRI INC,SOUTH PARK EXPRESS MKT,3045 S PARK AVE,LACKAWANNA,NY,14218,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","3045 S PARK AVE
LACKAWANNA, NY 14218
(42.817328, -78.824005)"
Onondaga,05/18/2017,MIRABITO HOLDINGS INC,QUICK WAY 33,512 STATE FAIR BLVD,SYRACUSE,NY,13204,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","512 STATE FAIR BLVD
SYRACUSE, NY 13204
(43.059422, -76.182254)"
Nassau,04/12/2017,VALLEY PARK HALAL MEAT INC,PAK VALLEY CNV&HALAL MT,369 N CENTRAL AVE,VALLEY STREAM,NY,11580,09E,Lighting or ventilation is inadequate,"369 N CENTRAL AVE
VALLEY STREAM, NY 11580
(40.677492, -73.709568)"
Suffolk,06/20/2017,LA VAQUITA DELI CORP,LA VAQUITA DELI,2340 GREAT NECK RD,COPIAGUE,NY,11726,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","2340 GREAT NECK RD
COPIAGUE, NY 11726
(40.685493, -73.401516)"
Herkimer,06/26/2017,MOHAWK VILLAGE MARKET INC,MOHAWK VILLAGE MARKET,24 W MAIN ST,MOHAWK,NY,13407,06B,Potentially hazardous foods are not stored at safe temperatures,"24 W MAIN ST
MOHAWK, NY 13407
(43.011182, -75.005347)"
Nassau,05/18/2017,WESTBURY POTATO FIELD INC,WESTBURY POTATO FIELD,588 OLD COUNTRY RD,WESTBURY,NY,11590,10A,Exterior of unsuitable construction or not in good physical repair,"588 OLD COUNTRY RD
WESTBURY, NY 11590
(40.750522, -73.574185)"
Bronx,05/08/2017,YASSIN MOHAMED W,A WORLD OF SPICE,2164 WESTCHESTER AVE,BRONX,NY,10462,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2164 WESTCHESTER AVE
BRONX, NY 10462
(40.834109, -73.852447)"
Bronx,06/01/2017,48 BURNSIDE FOOD CORP,FOOD DYNASTY SUPERMARKE,40 W BURNSIDE AVE,BRONX,NY,10453,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","40 W BURNSIDE AVE
BRONX, NY 10453
(40.853891, -73.909277)"
Nassau,07/05/2017,ESTEVEZ GROCERY INC,N&J SUPERMARKET,149 MAIN ST,HEMPSTEAD,NY,11550,15E,Unused equipment or materials improperly stored or in an unclean condition,"149 MAIN ST
HEMPSTEAD, NY 11550
(40.711573, -73.626121)"
Bronx,06/12/2017,VALENCIA BAKERY INC,VALENCIA BAKERY,801 EDGEWATER RD,BRONX,NY,10474,15F,Storage cabinets or shelves are not clean or in good repair,"801 EDGEWATER RD
BRONX, NY 10474
(40.817431, -73.883302)"
Monroe,06/08/2017,PASSAROS DELI&GROCERY LLC,PASSARO DELI,1407 CLIFFORD AVE,ROCHESTER,NY,14621,15C,"Food equipment improperly designed, constructed or maintained","1407 CLIFFORD AVE
ROCHESTER, NY 14621
(43.175606, -77.584519)"
Erie,07/05/2017,ALHAMRI INC,SOUTH PARK EXPRESS MKT,3045 S PARK AVE,LACKAWANNA,NY,14218,10A,Exterior of unsuitable construction or not in good physical repair,"3045 S PARK AVE
LACKAWANNA, NY 14218
(42.817328, -78.824005)"
Nassau,07/06/2017,RAMIREZ AGUSTIN,EL ECONOMICO DELI GRCRY,131 FULTON AVE,HEMPSTEAD,NY,11550,09G,Sanitizing test devices not in use where required,"131 FULTON AVE
HEMPSTEAD, NY 11550
(40.706653, -73.632153)"
Nassau,06/23/2017,BIG FIELD CORP,NARA JAPANESE FOODS,169A MAIN ST,PORT WASHINGTON,NY,11050,05B,Critical Processing or Salvaging Parameters are not met,"169A MAIN ST
PORT WASHINGTON, NY 11050
(40.830724, -73.693258)"
Nassau,06/07/2017,BOLLA OPERATING LI CORP,KINGS E MEADOW SPR PUMP,2475 HEMPSTEAD TPKE #,EAST MEADOW,NY,11554,15F,Storage cabinets or shelves are not clean or in good repair,"2475 HEMPSTEAD TPKE
EAST MEADOW, NY 11554
(40.724584, -73.543542)"
Monroe,07/06/2017,AL-TAWEL WAFIK,LITTLE BROOKLYN,848 JOSEPH AVE,ROCHESTER,NY,14621,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","848 JOSEPH AVE
ROCHESTER, NY 14621
(43.180296, -77.607953)"
Nassau,07/06/2017,RAMIREZ AGUSTIN,EL ECONOMICO DELI GRCRY,131 FULTON AVE,HEMPSTEAD,NY,11550,09A,Handwashing facilities improperly installed or maintained,"131 FULTON AVE
HEMPSTEAD, NY 11550
(40.706653, -73.632153)"
Monroe,06/22/2017,999 MARKET,999 MARKET,709 S CLINTON AVE,ROCHESTER,NY,14620,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","709 S CLINTON AVE
ROCHESTER, NY 14620
(43.143403, -77.600069)"
Erie,05/15/2017,DIWAN CORP,COMMUNITY FOOD&MEAT MKT,535 WALDEN AVE,BUFFALO,NY,14211,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","535 WALDEN AVE
BUFFALO, NY 14211
(42.90451, -78.816409)"
Nassau,04/12/2017,VALLEY PARK HALAL MEAT INC,PAK VALLEY CNV&HALAL MT,369 N CENTRAL AVE,VALLEY STREAM,NY,11580,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","369 N CENTRAL AVE
VALLEY STREAM, NY 11580
(40.677492, -73.709568)"
Nassau,05/18/2017,WESTBURY POTATO FIELD INC,WESTBURY POTATO FIELD,588 OLD COUNTRY RD,WESTBURY,NY,11590,10B,Establishment has insufficient space to accommodate operations,"588 OLD COUNTRY RD
WESTBURY, NY 11590
(40.750522, -73.574185)"
Monroe,06/05/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0331,1155 HUDSON AVE,ROCHESTER,NY,14621,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","1155 HUDSON AVE
ROCHESTER, NY 14621
(43.187146, -77.599594)"
Suffolk,06/08/2017,1626 MEAT CORP,COMPARE FOODS,1925 BRENTWOOD RD #,BRENTWOOD,NY,11717,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","1925 BRENTWOOD RD
BRENTWOOD, NY 11717
(40.779385, -73.246166)"
Erie,05/12/2017,CRAFTS&CREATIONS INC,KENYONS VARIETY,9700 TRANSIT RD,EAST AMHERST,NY,14051,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","9700 TRANSIT RD
EAST AMHERST, NY 14051
(43.033566, -78.696914)"
Herkimer,06/26/2017,MOHAWK VILLAGE MARKET INC,MOHAWK VILLAGE MARKET,24 W MAIN ST,MOHAWK,NY,13407,14A,Evidence of rodents observed (not likely to result in product contamination),"24 W MAIN ST
MOHAWK, NY 13407
(43.011182, -75.005347)"
Herkimer,06/26/2017,MOHAWK VILLAGE MARKET INC,MOHAWK VILLAGE MARKET,24 W MAIN ST,MOHAWK,NY,13407,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","24 W MAIN ST
MOHAWK, NY 13407
(43.011182, -75.005347)"
Broome,06/26/2017,L&S FARGNOLI MKT INC,BUTCHER BOYS,935 TAFT AVE,ENDICOTT,NY,13760,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","935 TAFT AVE
ENDICOTT, NY 13760
(42.123768, -76.039369)"
Erie,05/10/2017,WOODLAWN DELI INC,WOODLAWN DELI,S 3306 LAKESHORE RD,BLASDELL,NY,14219,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","3306 LAKESHORE RD
BLASDELL, NY 14219
(42.796318, -78.846854)"
Kings,07/05/2017,A&F FOOD MARKET CORP,A&F FOOD MARKET,903 MANHATTAN AVE,BROOKLYN,NY,11222,15C,"Food equipment improperly designed, constructed or maintained","903 MANHATTAN AVE
BROOKLYN, NY 11222
(40.730365, -73.95429)"
Albany,06/20/2017,ALBANY 5 STAR DELI&GROCERY INC,ALBANY 5 STAR DELI&GRCY,354 S PEARL ST,ALBANY,NY,12202,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","354 S PEARL ST
ALBANY, NY 12202
(42.638755, -73.758436)"
Oneida,05/23/2017,ROMA SAUSAGE INC,ROMA SAUSAGE,2029 BLEECKER ST,UTICA,NY,13501,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","2029 BLEECKER ST
UTICA, NY 13501
(43.090711, -75.194011)"
Kings,07/06/2017,ANDRADE BERNARDO,NB DELI GROCERY,4916 4TH AVE,BROOKLYN,NY,11220,09A,Handwashing facilities improperly installed or maintained,"4916 4TH AVE
BROOKLYN, NY 11220
(40.646676, -74.012467)"
Nassau,06/23/2017,NEW FOOD CORP,MET FOOD,3367 HILLSIDE AVE ,NEW HYDE PARK,NY,11040,16B,Outside premises or loading zones improperly maintained,"3367 HILLSIDE AVE
NEW HYDE PARK, NY 11040
(40.753162, -73.658786)"
Nassau,06/07/2017,BOLLA OPERATING LI CORP,KINGS E MEADOW SPR PUMP,2475 HEMPSTEAD TPKE #,EAST MEADOW,NY,11554,16A,"Chemicals or pesticides improperly labeled, stored or handled","2475 HEMPSTEAD TPKE
EAST MEADOW, NY 11554
(40.724584, -73.543542)"
Bronx,06/01/2017,48 BURNSIDE FOOD CORP,FOOD DYNASTY SUPERMARKE,40 W BURNSIDE AVE,BRONX,NY,10453,04E,"Food contact equipment condition, design or location is likely to contribute to contamination","40 W BURNSIDE AVE
BRONX, NY 10453
(40.853891, -73.909277)"
Monroe,05/22/2017,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR  #3773,1060 EAST RIDGE RD,ROCHESTER,NY,14621,09A,Handwashing facilities improperly installed or maintained,"1060 EAST RIDGE RD
ROCHESTER, NY 14621
(43.197244, -77.589283)"
Nassau,07/06/2017,RAMIREZ AGUSTIN,EL ECONOMICO DELI GRCRY,131 FULTON AVE,HEMPSTEAD,NY,11550,13D,Article 28 posting requirements are not met,"131 FULTON AVE
HEMPSTEAD, NY 11550
(40.706653, -73.632153)"
New York,05/01/2017,TIN DUC FOOD MARKET INC,TIN DUC FOOD MARKET,129 E BROADWAY,NEW YORK,NY,10002,15F,Storage cabinets or shelves are not clean or in good repair,"129 E BROADWAY
NEW YORK, NY 10002
(40.713913, -73.991896)"
Suffolk,06/27/2017,HARBES FMLY FRMSTND MATTITUCK LLC,HARBES FAMILY FARM,715 SOUND AVE #,MATTITUCK,NY,11952,15E,Unused equipment or materials improperly stored or in an unclean condition,"715 SOUND AVE
MATTITUCK, NY 11952
(40.986025, -72.577917)"
Monroe,06/05/2017,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0331,1155 HUDSON AVE,ROCHESTER,NY,14621,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","1155 HUDSON AVE
ROCHESTER, NY 14621
(43.187146, -77.599594)"
Nassau,06/23/2017,BIG FIELD CORP,NARA JAPANESE FOODS,169A MAIN ST,PORT WASHINGTON,NY,11050,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","169A MAIN ST
PORT WASHINGTON, NY 11050
(40.830724, -73.693258)"
Monroe,06/07/2017,D&L GROCERIES INC,D&L GROCERIES,1005 GENESEE ST,ROCHESTER,NY,14611,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","1005 GENESEE ST
ROCHESTER, NY 14611
(43.130266, -77.636392)"
Nassau,04/12/2017,VALLEY PARK HALAL MEAT INC,PAK VALLEY CNV&HALAL MT,369 N CENTRAL AVE,VALLEY STREAM,NY,11580,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","369 N CENTRAL AVE
VALLEY STREAM, NY 11580
(40.677492, -73.709568)"
Nassau,07/05/2017,ESTEVEZ GROCERY INC,N&J SUPERMARKET,149 MAIN ST,HEMPSTEAD,NY,11550,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","149 MAIN ST
HEMPSTEAD, NY 11550
(40.711573, -73.626121)"
New York,02/01/2017,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,10 COLUMBUS CIRCLE SUITE SC101,NEW YORK,NY,10019,15C,"Food equipment improperly designed, constructed or maintained","10 COLUMBUS CIRCLE
NEW YORK, NY 10019
(40.7674, -73.9827)"
Erie,07/05/2017,ALHAMRI INC,SOUTH PARK EXPRESS MKT,3045 S PARK AVE,LACKAWANNA,NY,14218,09C,"Toilet facilities improperly installed, equipped or maintained","3045 S PARK AVE
LACKAWANNA, NY 14218
(42.817328, -78.824005)"
Oneida,05/24/2017,HAPANOWICZ BROS MARKET INC,HAPANOWICZ BROS MARKET,19 CLINTON ST,NEW YORK MILLS,NY,13417,12B,"Food or ingredient storage containers are not clean, covered or properly identified","19 CLINTON ST
NEW YORK MILLS, NY 13417
(43.094918, -75.299172)"
Kings,06/12/2017,LANFRANCO JUNIOR R,JR GROCERY STORE,944 HEGEMAN AVE,BROOKLYN,NY,11208,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","944 HEGEMAN AVE
BROOKLYN, NY 11208
(40.66591, -73.877774)"
New York,06/15/2017,101 LA ESPERANZA SUPERMARKET CORP,LA ESPERANZA SUPERMKT,101 AUDUBON AVE,NEW YORK,NY,10032,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","101 AUDUBON AVE
NEW YORK, NY 10032
(40.841943, -73.937308)"
Jefferson,06/02/2017,LKR ENTERPRISES INC,GREAT AMERICAN,672 STATE ST,WATERTOWN,NY,13601,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","672 STATE ST
WATERTOWN, NY 13601
(43.97231, -75.900519)"
Nassau,06/23/2017,BIG FIELD CORP,NARA JAPANESE FOODS,169A MAIN ST,PORT WASHINGTON,NY,11050,09A,Handwashing facilities improperly installed or maintained,"169A MAIN ST
PORT WASHINGTON, NY 11050
(40.830724, -73.693258)"
Erie,05/10/2017,WOODLAWN DELI INC,WOODLAWN DELI,S 3306 LAKESHORE RD,BLASDELL,NY,14219,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","3306 LAKESHORE RD
BLASDELL, NY 14219
(42.796318, -78.846854)"
Queens,06/21/2017,CHANG XIN FOOD MARKET INC,CHANG XIN FOOD MARKET,167-21 UNION TPKE,FRESH MEADOWS,NY,11366,09A,Handwashing facilities improperly installed or maintained,"167 21 UNION TPKE
FRESH MEADOWS, NY 11366
(40.722756, -73.800584)"
Suffolk,06/08/2017,1626 MEAT CORP,COMPARE FOODS,1925 BRENTWOOD RD #,BRENTWOOD,NY,11717,16D,Morgue area or bottle return area improperly maintained,"1925 BRENTWOOD RD
BRENTWOOD, NY 11717
(40.779385, -73.246166)"
Nassau,04/12/2017,VALLEY PARK HALAL MEAT INC,PAK VALLEY CNV&HALAL MT,369 N CENTRAL AVE,VALLEY STREAM,NY,11580,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","369 N CENTRAL AVE
VALLEY STREAM, NY 11580
(40.677492, -73.709568)"
Nassau,06/19/2017,POTATO FIELD INC,POTATO FIELD,787 HILLSIDE AVE,NEW HYDE PARK,NY,11040,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","787 HILLSIDE AVE
NEW HYDE PARK, NY 11040
(40.752368, -73.666364)"
New York,06/19/2017,CVS ALBANY LLC,CVS PHARMACY 02773,130 DYCKMAN ST,NEW YORK,NY,10040,10B,Establishment has insufficient space to accommodate operations,"130 DYCKMAN ST
NEW YORK, NY 10040
(40.862652, -73.925426)"
Nassau,06/07/2017,BOLLA OPERATING LI CORP,KINGS E MEADOW SPR PUMP,2475 HEMPSTEAD TPKE #,EAST MEADOW,NY,11554,10B,Establishment has insufficient space to accommodate operations,"2475 HEMPSTEAD TPKE
EAST MEADOW, NY 11554
(40.724584, -73.543542)"
Nassau,05/08/2017,V&T SUPERMARKET INC,V&T SUPERMARKET,12 N FRANKLIN ST,HEMPSTEAD,NY,11550,10B,Establishment has insufficient space to accommodate operations,"12 N FRANKLIN ST
HEMPSTEAD, NY 11550
(40.706098, -73.62626)"
Kings,06/12/2017,LANFRANCO JUNIOR R,JR GROCERY STORE,944 HEGEMAN AVE,BROOKLYN,NY,11208,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","944 HEGEMAN AVE
BROOKLYN, NY 11208
(40.66591, -73.877774)"
Suffolk,06/20/2017,LA VAQUITA DELI CORP,LA VAQUITA DELI,2340 GREAT NECK RD,COPIAGUE,NY,11726,16A,"Chemicals or pesticides improperly labeled, stored or handled","2340 GREAT NECK RD
COPIAGUE, NY 11726
(40.685493, -73.401516)"
Erie,06/23/2017,MUNASSAR J&ABBADI J&M,TRADE FAIR FOOD MART,1345 E DELAVAN AVE,BUFFALO,NY,14215,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","1345 E DELAVAN AVE
BUFFALO, NY 14215
(42.92272, -78.807296)"
Bronx,05/19/2017,ABDULKADER RASHAD A & WADAH A,REEMYS DELI&CONVENIENCE,1669 METROPOLITAN AVE,BRONX,NY,10462,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","1669 METROPOLITAN AVE
BRONX, NY 10462
(40.840594, -73.855049)"
Erie,07/05/2017,ALHAMRI INC,SOUTH PARK EXPRESS MKT,3045 S PARK AVE,LACKAWANNA,NY,14218,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","3045 S PARK AVE
LACKAWANNA, NY 14218
(42.817328, -78.824005)"
Nassau,07/06/2017,RAMIREZ AGUSTIN,EL ECONOMICO DELI GRCRY,131 FULTON AVE,HEMPSTEAD,NY,11550,10A,Exterior of unsuitable construction or not in good physical repair,"131 FULTON AVE
HEMPSTEAD, NY 11550
(40.706653, -73.632153)"
Monroe,06/02/2017,THEOS INC,WORLD WIDE NEWS,100 ST PAUL ST,ROCHESTER,NY,14604,15C,"Food equipment improperly designed, constructed or maintained","100 ST PAUL ST
ROCHESTER, NY 14604
(43.158629, -77.609724)"
Jefferson,06/02/2017,LKR ENTERPRISES INC,GREAT AMERICAN,672 STATE ST,WATERTOWN,NY,13601,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","672 STATE ST
WATERTOWN, NY 13601
(43.97231, -75.900519)"
Erie,06/05/2017,TOPS MARKETS LLC,TOPS MARKETS 250,1275 JEFFERSON AVE,BUFFALO,NY,14208,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","1275 JEFFERSON AVE
BUFFALO, NY 14208
(42.909776, -78.853986)"
Nassau,06/16/2017,JER DELI CORP,FRANKLIN DELI,208 S FRANKLIN ST,HEMPSTEAD,NY,11550,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","208 S FRANKLIN ST
HEMPSTEAD, NY 11550
(40.699035, -73.623103)"
Chautauqua,07/05/2017,BRIGIOTTAS FARMLAND PRDC&GRDN INC,BRIGIOTTAS FARMLAND STR,414 FAIRMOUNT AVE,JAMESTOWN,NY,14701,11C,"Eating, drinking or use of tobacco in exposed food areas","414 FAIRMOUNT AVE
JAMESTOWN, NY 14701
(42.097007, -79.26594)"
Nassau,06/23/2017,BIG FIELD CORP,NARA JAPANESE FOODS,169A MAIN ST,PORT WASHINGTON,NY,11050,13D,Article 28 posting requirements are not met,"169A MAIN ST
PORT WASHINGTON, NY 11050
(40.830724, -73.693258)"
Erie,07/05/2017,ALHAMRI INC,SOUTH PARK EXPRESS MKT,3045 S PARK AVE,LACKAWANNA,NY,14218,12B,"Food or ingredient storage containers are not clean, covered or properly identified","3045 S PARK AVE
LACKAWANNA, NY 14218
(42.817328, -78.824005)"
Albany,06/20/2017,ALBANY 5 STAR DELI&GROCERY INC,ALBANY 5 STAR DELI&GRCY,354 S PEARL ST,ALBANY,NY,12202,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","354 S PEARL ST
ALBANY, NY 12202
(42.638755, -73.758436)"
Nassau,06/02/2017,POWERHOUSE FOOD CORP,HOLIDAY FARMS 1042,374 ROSLYN RD,ROSLYN HEIGHTS,NY,11577,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","374 ROSLYN RD
ROSLYN HEIGHTS, NY 11577
(40.780149, -73.639159)"
Queens,08/31/2016,LOVE GRACE INC,LOVE GRACE,23-23 BORDEN AVE ROOM 226,LONG ISLAND CITY,NY,11101,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","23 23 BORDEN AVE
LONG ISLAND CITY, NY 11101
(40.74218, -73.958861)"
Bronx,06/15/2017,DANS SUPREME SUPERMARKETS INC,KEY FOOD 1515,540 W 235TH ST #,BRONX,NY,10463,09E,Lighting or ventilation is inadequate,"540 W 235TH ST
BRONX, NY 10463
(40.885527, -73.909275)"
